Product_Name,MicroCenter_SKU,BestBuy_SKU,GameStop_SKU,Adorama_SKU,BH_SKU,Amazon_SKU,UUID
MSI GeForce RTX 3070 Ventus 3X OC 8GB GDDR6 PCIe 4.0 Graphics Card,193326.0,,,,,B09H3XGRBZ,58c857eb-a0a0-40d3-92bf-9f72b6f6b3fa
MSI NVIDIA GeForce GT 730 N730K 2GD3H/LPV1 Passive Cooled 2GB DDR3 PCIe 2.0 Graphics Card,289496.0,,,,,,d80216d1-f40a-43d9-aa03-3ba80dd3b859
Sapphire Technology AMD Radeon RX 6900 XT Toxic Gaming Limited Edition OC Hybrid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,324061.0,,,,,,85cb649c-ffc0-4fb1-98b7-03afa3d86c1e
MSI GeForce GTX 1660 Ti Ventus XS OC 6GB GDDR6 PCIe 3.0 Graphics Card,897280.0,,314677,,,,067c6a67-de01-491d-a68a-257e32515bab
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus OC 12GB GDDR6 PCIe 4.0 Graphics Card (Refurbished),309781.0,,,,,,8c6bcb37-eedc-475e-85ac-53a0b522d0c1
MSI Radeon RX 5500 XT Mech OC 8GB GDDR6 PCIe 4.0 Graphics Card,60996.0,,,,,,8e3c1c2b-0b5a-47aa-b3d9-17a874ce7bf5
Gigabyte GeForce GT 1030 Low Profile 2GB GDDR5 PCIe 3.0 Graphics Card,329185.0,,,,,,8789f0b4-538b-4675-a14e-f0db3474eedf
MSI AMD Radeon RX 6700 XT Gaming X 12GB GDDR6 PCIe 4.0 Graphics Card,250043.0,,,,MSR6700XTGX,,cd514709-7fcd-40c3-8131-3f772af3b16b
MSI NVIDIA GeForce GT 710 2GD3 LP 2GB DDR3 PCIe 2.0 Graphics Card,287227.0,,263326,,,,479d644b-3074-4578-9e91-793785631528
PowerColor AMD Radeon RX 6900 XT Liquid Devil OC Liquid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,239616.0,,,,,,3176fa34-4085-466e-b292-414bc442104b
EVGA NVIDIA GeForce RTX 3080 Ti 12GB GDDR6X Graphics Card,,,304749,MSIG38TGXT12,,,28272f83-405c-461f-b7e9-fa74b7ffd395
NVIDIA GeForce RTX 3090 FTW3 Ultra Gaming Graphics Card,,,252769,,,,8ff2698e-866a-47e6-b5a0-f6bf8b2e7351
EVGA NVIDIA GeForce GTX 1660 SUPER SC ULTRA 6GB GDDR6 PCIe 3.0 Graphics Card,,,310449,,,,9fe2efab-2189-4862-9b79-12a2c51ca55a
NVIDIA GeForce RTX 3080 10 GB GDDR6X Suprim X Graphic Card,,,309410,,,,347f4e23-97eb-4f9d-955b-f4dde1593ad2
EVGA GeForce RTX 3060 Ti FTW3 8GB GDDR6 Gaming Graphics Card W/X17 Gaming Mouse,,,,EV08GP53667B,,,229b28c4-cb19-44a7-96eb-f3627433d789
EVGA GeForce RTX 3080 Ti XC3 Ultra 12GB GDDR6X Gaming Graphics Card W/Keyboard,,,,EV12GP5395KA,,B0979GYMHP,37274ea4-775b-43a8-bb3d-ac6eb936eb8b
EVGA GeForce RTX 3070 Ti XC3 Gaming 8GB GDDR6X Graphic Card,,,,EV8GP53785KL,,,6e9aae44-e953-42fe-819e-960605570ea3
ASUS TUF Gaming NVIDIA RTX 3080 V2 OC Edition 10GB GDDR6X Graphics Card W/Mouse,,,,ASRTX3080V2A,,,f6f051fd-6506-4c6d-902e-5cfd5366a7a2
GeForce RTX 3070 XC3 Ultra 8GB GDDR6 Gaming Graphics Card With X17 Gaming Mouse,,,,EV08G5375KLA,,,34a27919-cef5-4dff-8e56-e7064bd81d1d
PNY GeForce RTX 3060 12GB XLR8 Gaming Graphics Card ,,,,PNVC12DFXPPB,PNR306012RED,,c0d848e2-7bc4-4bd7-bf2c-ed66a34cb734
EVGA GeForce RTX 3070 Ti FTW3 Ultra Gaming 8GB GDDR6X Graphics Card W/X17 Mouse,,,,EV8GP53797KA,,,cd50fdd7-a583-400d-bec8-a811f8aa9d0e
ASUS TUF Gaming NVIDIA GeForce RTX 3080 OC Edition 10GB GDDR6X Graphics Card,,,,ASTR3080O10G,,B08WHJPBFX,c4021a77-2a84-4d2c-95cb-039021858503
EVGA GeForce RTX 3090 FTW3 U 24GB GDDR6X Graphics Card W/X17 Mouse,,,,EV24GP5987KB,,,78aea1bd-dfd4-4b4a-a4b5-f87f78248ce4
EVGA GeForce RTX 3080 Ti FTW3 Gaming 12GB GDR6X Graphics Card W/X17 Gaming Mouse,,,,EV12G5396KRB,,,be3e2701-40f9-4106-8586-3943f7dd8679
PNY GeForce RTX 3060 Ti 8GB XLR8 Gaming EPIC-X Graphics Card,,,,PNVCG8DFXPPB,PNR3060T8GRE,,9ab970c3-1916-4752-a247-45e2f9f543b2
PNY GeForce RTX 3080 10GB XLR8 EPIC-X Graphics Card ,,,,PNG30801TFXB,,,d934e563-2ed3-4942-b904-b9646305e50a
PNY GeForce RTX 3090 24GB XLR8 EPIC-X Graphics Card 2.7 Slot,,,,PNG309024TFB,,,ea182b74-db67-41bc-b182-4a392bb79074
EVGA GeForce RTX 3090 XC3 Ultra 24GB GDDR6X Graphics Card W/EVGA X1 Gaming Mouse,,,,EV24GP575KRA,,,54dc6a80-fbd5-419b-9a86-de61f7f43baa
PNY GeForce RTX 3080 10GB EPIC-X XLR8 Gaming Graphics Card,,,,PNV301TFXMPB,,,3023bf5d-5c9d-40e5-8305-203e1b44eb86
EVGA GeForce RTX 3090 FTW3 24GB GDDR6X Graphics Card W/Z15 Keyboard,,,,EV24GP5987KC,,,1e31f473-f78d-4892-991d-45708c4d7f4e
PNY GeForce RTX 3060 Ti 8GB UPRISING Gaming Graphics Card ,,,,PNVCG8DFMPB,PNGR3060T8,,45676ec4-bbdf-4087-9d04-70404c43e8dc
ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 Graphics Card,,,,ZTT20600F10M,,,3d3e6f09-61f6-4dbf-8c4e-78e51e4d6963
PNY GeForce RTX 3070 8GB Graphics Card ,,,,PNG30708DFMB,PNGR30708GC,,75dda970-2750-4d38-ab2e-a6cf4487d744
Bosch NVIDIA Quadro 4000 Graphics Card 2GB,,,,BHMHWAWGCQ40,,,1d924685-5cea-4d32-a609-ebc481e317b7
Bosch NVIDIA Quadro 2000 Graphics Card 1GB,,,,BHMHWAWGCQ2,,,5af79940-56c2-4f88-887c-6e18797546cb
Bosch NVIDIA Workstation Quadro FX 1800 PCIe Graphic Card 768 MB,,,,BHMHWAWGCFX1,,,b4377eca-a836-4499-9231-dd32210112c4
AMD Radeon PRO W6800 Graphics Card,,,,,AMRPW6800,,84b08873-dc68-425e-b89d-3004ad3acb19
AMD Radeon PRO W6600 Graphics Card,,,,,AMRPW6600,,e7a04beb-1175-473b-a96e-548d0695c86d
AMD Radeon Pro WX 2100 Graphics Card,,,,,AMWX2100X16,,180ff559-2346-4499-a54f-df305d8c4109
PNY Quadro RTX 4000 Graphics Card,,,,,PNQRTX4000PB,,be2432cc-f1e0-4e01-a566-2f7aa571608a
PNY RTX A6000 Graphics Card,,,,,PNNRA6000,,4aed5e45-cd34-43cc-a4d0-51880291a2ec
PNY T600 Graphics Card,,,,,PNNT600,,f433daa5-d1c7-4a3c-9983-14ce4da0b700
HP Quadro RTX 5000 Graphics Card,,,,,HE5JH81AT,,7e6bc043-571b-4a99-ad32-23e8c40f5f7a
HP 3ME25AT Quadro P620 Graphics Card,,,,,HE3ME25AT,,536a8074-43af-4fa7-8e3b-744f043f4342
HP AMD Radeon R7 430 Graphics Card,,,,,HE5JW82AT,,4272ac11-98ea-4fdc-a6f2-2a3a9acc0175
HP Quadro P400 Graphics Card,,,,,HE1ME43AT,,5224f870-1bc9-4699-9db1-64e398ee7bee
HP Radeon Pro WX 3100 Graphics Card (Smart Buy),,,,,HE2TF08AT,,0025ac02-ed95-4c01-8111-e3b5ebb48385
HP Radeon Pro WX 3200 Graphics Card,,,,,HE6YT68AT,,1446dfc9-38f2-4587-b9dc-9e49f58a88b7
HP Quadro RTX 4000 Graphics Card,,,,,HE5JV89AT,,f27df7ac-a729-4e6e-b790-6a60acf85221
Apple Radeon Pro W6800X Mpx Module,,,,,APMJ073AMA,,a4eb9105-c7d6-4282-971a-b359a98b3515
PNY Quadro RTX 6000 Graphics Card,,,,,PNQRTX6000PB,,cfa53a80-16af-404c-8456-f9f17a07e6ef
HP Quadro RTX 8000 Graphics Card,,,,,HERTX8000,,fb383a6d-fe34-43cd-bba4-c3c06ee90eb3
PNY RTX A6000 Graphics Card and Quadro Sync II Kit,,,,,PNRTXA6000SY,,3fbcbd8a-a26c-41d1-9a9b-2b4e884c751e
Gigabyte GeForce GT 710 Low-Profile Graphics Card,,,,,GIGGT7102,,cb08b0a3-d870-4078-a21d-22e23d949868
ZOTAC GeForce GT 710 ZONE Graphics Card,,,,,ZOZT7130420L,,99f4569e-ccaf-4fae-8db3-a81249d8e968
ZOTAC GeForce GT 710 Graphics Card,,,,,ZOZT7130220L,,c21bb271-9458-4b77-a925-9ad1c0c5ebd6
ZOTAC GeForce GT 730 Zone Graphics Card,,,,,ZOGT730ZONGC,,5d5ca9e3-8f5a-4b1e-8c7a-593541c88ba0
Lenovo ThinkStation NVIDIA Quadro P400 Graphics Card with HP Bracket,,,,,LE4X60N86657,,fa326df6-3f3b-4499-b4b5-1f46419ffd1a
Lenovo ThinkStation NVIDIA Quadro P400 Graphics Card with LP Bracket,,,,,LE4X60N86656,,2e86ab4b-f17c-4160-8c58-fc4082c57059
ZOTAC GeForce GT 1030 Graphics Card,,,,,ZOGT1030GC,,1f726d71-8f43-48b0-b9e7-ded929e25306
VisionTek Radeon HD 5570 4-Port HDMI/VHDCI Graphics Card,,,,,VIH54PVH4H,,673a0761-70d8-4764-af05-e0393dbd7d29
Gigabyte GeForce GTX 1650 D6 WINDFORCE OC R2 Graphics Card,,,,,GI1656WF2O42,,1dd3af4a-cd65-4693-b6e7-44b722fe4d89
VisionTek Radeon HD 5570 Graphics Card,,,,,VIRH55701GGC,,4606db6b-24d9-4035-83dd-58e5fb2e8779
HP Quadro M1000M Graphics Card,,,,,HET8W13AT,,751941fd-f067-4047-98eb-b19db489343b
Matrox G550 PCIe x1 32-Bit Graphics Card,,,,,MAG55MDDE32,,1ce01a8d-5333-43e3-a840-3f6ed2889575
Gigabyte Radeon RX 580 GAMING R2 Graphics Card,,,,,GIRRX5808GR2,,9bf8ee6d-b072-431b-9df9-2aac900fdc38
HP Radeon RX 550X Low Profile Graphics Card,,,,,HEBM147UT,,4e9240f7-6111-41e8-b4f6-34526ae1049a
PNY T600 Graphics Card (GPU Only),,,,,PNNQT600,,7a5c7380-b092-43f4-90ee-53e0d14ff4a1
Matrox M9120 512MB PCI Express x16 ATX Graphics Card,,,,,MAM9120F,,d82a3686-3e58-4985-9a35-8a6a5d3421f6
AMD Radeon Pro WX 3200 Graphics Card,,,,,AMRPROWX3200,,2effd823-8452-4687-a9a5-4cd3ba0f9089
Lenovo Quadro P620 Graphics Card,,,,,LE4X60R60468,,5cd83c1e-a2cb-460a-85d6-3ab3c0324122
ASUS Phoenix GeForce GTX 1650 SUPER OC Graphics Card,,,,,ASGTX1650,,57f09ed9-7f60-493b-b597-e6ffad2f94e4
Matrox M9120 512MB PCI Express x1 Low-Profile Graphics Card,,,,,MAM9120LA,,b2bd4559-a059-431c-8cfb-b362d9d3cd94
HP Radeon Pro WX 3100 Graphics Card,,,,,HE2TF08AA,,c2f31065-5023-4789-9ca1-652569a2c481
HP Quadro P1000 Graphics Card (Smart Buy),,,,,HE1ME01AT,,ffca0b13-309a-4c53-b35c-0342d02c6b3a
ZOTAC GAMING GeForce GTX 1650 SUPER Twin Fan Graphics Card,,,,,ZOZTT16510F1,,01ce42c7-eb3f-4691-bdd7-a391779e882c
AMD Radeon Pro WX 4100 Graphics Card,,,,,AMWX4100,,65d70f60-a189-4c2d-8931-7c20d602a513
HP Quadro P2200 Graphics Card,,,,,HE6YT67AT,,c7aa1bf4-2497-4107-8dd1-c930625c9c97
Matrox M9138 Low-Profile PCIe x16 Graphic Display Card,,,,,MAM91381024,,6652c4d3-cda9-4c9e-b4ca-48d26be6e556
Lenovo ThinkStation NVIDIA Quadro P1000 Graphics Card with LP Bracket,,,,,LE4X60N86660,,740bfe27-3025-425e-a5c6-4b7586aba8c8
Lenovo ThinkStation NVIDIA Quadro P1000 Graphics Card with HP Bracket,,,,,LE4X60N86661,,ddde6deb-5a51-42a5-b176-d17c71549afd
Gigabyte Radeon RX 5700 XT GAMING OC R2) Graphics Card,,,,,GIR57XTGO8G2,,cb621baa-82d7-4636-b3b3-3df3bcdb616f
ASUS Republic of Gamers Strix Radeon RX 5600 XT TOP Gaming Graphics Card,,,,,ASRSR5600XTP,,a0e8ce0a-9436-48de-92e3-b2a4db8393b9
ASUS GeForce RTX 3060 Phoenix Graphics Card,,,,,ASPHRTX3060,,34737862-d41d-44a8-9886-21b93b6ccff7
AMD Radeon Pro WX 5100 Graphics Card,,,,,AMWX5100,,6e9fa8c3-0c42-49e9-b25f-77703b31f7bc
PNY Nvidia Quadro T1000 Graphic Card,,,,,PNNQT1000,,2f43221c-8dff-4968-ba4e-43a55cab9ea9
AMD Radeon Pro W5500 Graphics Card,,,,,AMWW5500,,35db0bf4-a895-4cbf-adff-4599b10f964a
Gigabyte GeForce RTX 3060 Vision OC 12G Graphics Card,,,,,GIGFN3060V,,1c6a3bc0-9a93-4fd0-ac63-060b3f8a6285
ZOTAC GAMING GeForce RTX 3060 Twin Edge OC Graphics Card,,,,,ZOA30600H,B08W8DGK3X,881ec1e0-8d91-4726-b10a-f4c4d4391785
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge Graphics Card,,,,,ZOZTA30610E1,,07456699-3c1f-4765-b047-d2cba97d9583
Matrox M9140 Low-Profile PCIe x16 Graphic Display Card,,,,,MAM91400512,,9009a937-5536-4f14-84ab-f7f3853df0d6
HP Radeon Pro W5500 Graphics Card (Smart Buy),,,,,HE9GC16AT,,c4bc93de-33e4-43d6-8fc6-6aceb23d29cd
Panasonic AMD Dedicated Graphics xPAK,,,,,PAFZVGT551W,,e5fe76f6-1ffe-4a74-b71d-e9f2f6886ed3
Matrox M9148 Low-Profile PCIe x16 Graphic Display Card,,,,,MAM91481024,,a7c04c1e-2e04-49fe-8536-33fbd58136d0
Apple AMD Radeon Pro W5500X MPX Module,,,,,APMXM52AMA,,6b450eec-e0ad-46d8-b1cd-a5c9c2092c87
ZOTAC GAMING GeForce RTX 3070 Twin Edge Graphics Card,,,,,ZOGR3070TEGC,,bf86ad4a-a6bc-4aed-ab57-0c88983bdef3
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC Graphics Card,,,,,ZOZTA30610H1,,e6da6e61-81da-408e-bc87-9560d297147d
Matrox C420 Graphics Card,,,,,MAC4204GB,,49cfd831-f5b7-4ee5-a6bd-c86ab1606b19
ZOTAC GAMING GeForce RTX 3070 Twin Edge OC Graphics Card,,,,,ZOZTA30700H,B097YY2NL2,2749900c-9188-49e1-aed5-fb77a29cb86e
AMD Radeon Pro WX 7100 Graphics Card,,,,,AMWX7100,,f64b7e26-ffc2-40b9-87f0-c5c4fe899bb7
HP Quadro P1000 Graphics Card,,,,,HE1ME01AA,,29603a5f-92ac-4f05-bd92-c3d406178c30
AMD FirePro S400 Synchronization Module,,,,,AMFS400Q,,ee740787-96c8-4ab1-9e7e-2d7bc9c4b6a7
PNY GeForce RTX 3070 Ti XLR8 Gaming REVEL EPIC-X Triple Fan Edition Graphics Card,,,,,PNR3070T8RE,B0971ZJBQY,86b315fd-d129-4e90-b543-38701d3f75af
HP Z0B14AA Radeon Pro WX 7100 Graphics Card,,,,,HEZ0B14AA,,20091f5f-3789-4a24-8648-2ccdc9d2d0fe
Apple AMD Radeon Pro W5700X MPX Module,,,,,APMW662AMA,,20a85452-5ef0-49a2-b71f-ec62807a2bc5
Gigabyte Radeon RX 6700 XT AORUS ELITE Graphics Card,,,,,GIAR67XTE12,,4a8c5fed-0979-4f3c-ae40-8654b30556c2
ASUS ROG Strix Radeon RX 6800 Graphics Card,,,,,ASRSRX68O16G,B08NWHKGS9,8917219f-0370-4b27-b94b-6c95579a0125
AMD Radeon Pro W5700 Graphics Card,,,,,AMW5700,,f31c9aa8-fa4a-435d-8c78-f84db4da7cd7
AMD FirePro S7000 Server Graphics Card,,,,,AMFS7000,,e648b585-578a-4541-99b8-68e194fb65f0
ASUS ROG Strix LC Radeon RX 6800 XT OC Gaming Graphics Card,,,,,ASRLR68XO16G,,b7dcdb27-558f-409c-83b5-d5337164cc70
Smart-AVI Xpander PCI Quad Display Card,,,,,SMXP4RDS,,638d40c4-0fe9-4e4a-b7c9-d767f58bc118
AMD ATI FireGL V7350 Graphics Card,,,,,AMFV7350,,07e82650-a7c6-462a-9172-f661363a4475
Smart-AVI PresenterPro-HD Digital Signage Card,,,,,SMAPPRPXHD,,d14a504e-ad6f-4c3c-8572-d6f764ea573b
Smart-AVI Xpander Xpress Quad PCI Express Display Card,,,,,SMXP4XRD,,7d8547d0-f054-498f-a397-0c869ac5e4bd
Sapphire Radeon Sky 900 Server Graphics Card,,,,,SA100505852,,081ab128-8b5e-4ade-8e6f-c3f5cbe70b3c
Matrox M9188 PCIe x16 Multi-Display Octal Graphics Card,,,,,MA9188E2048F,,e49ef279-0bca-4f43-9fa4-810d1d0b7f47
DATAPATH ImageDP4+ Graphics Card,,,,,DAIDP4PHDMI,,11efeab3-dda9-45c4-ad33-3c4679a99887
DATAPATH Image2K 4-Channel HDMI PCIe Graphics Card,,,,,DAIMAGE2K,,95996f72-c34d-4dd8-bc57-454d78949bcf
AMD Radeon Pro WX 9100 Graphics Card,,,,,AMRPWX91016,,f424c8b8-556c-4705-97f4-b5867f6b79c8
ZOTAC GeForce RTX 3090 GAMING Trinity OC Gaming Graphics Card,,,,,ZOGGR3090TO,B09F3W8DM8,e3ce059e-9e14-4f59-869d-ad65ce3b171b
PNY RTX A5000 Graphics Card,,,,,PNNRA5000,,a0a9281e-ed6e-4372-8904-b697afb8ab8c
Apple AMD Radeon Pro Vega II MPX Module,,,,,APMW672AMA,,630cdd18-ec06-4442-aae4-ae34d0d225d5
AMD FirePro S10000 Server Graphics Card,,,,,AMFS10000,,f2893977-d0ed-4d8c-b56a-801936d1736f
AMD FirePro S10000 Passive Server Graphics Card,,,,,AMFS10000MD,,4e296278-8fb0-4d10-a095-8f0e343755dc
PNY NVIDIA Quadro K5200 Graphics Card with Sync Card,,,,,PNNQ5200S8GB,,e18ddb5e-edc0-4608-9b80-8cc2704ce892
PNY nVIDIA Quadro K5000 Sync Display Card,,,,,PNK5000,,9b7f0ab2-5602-4dfa-b850-14eda884d15b
DATAPATH Image4K Graphics Card,,,,,DAIMAGE4K,,54cc02cd-17b3-4ea9-b26a-4e66e6accf4d
HP Quadro RTX 6000 Graphics Card,,,,,HE5JH80AT,,f87110b5-9a66-4703-babd-b1bd9cb17177
PNY Quadro K6000 Graphics Card,,,,,PNQK6000,,b6451a2b-41d8-4a36-8d25-f57ff416927e
PNY nVIDIA Quadro 6000 PCIE x16 6 GB GDDR5 Graphics Display Card,,,,,PNVCQ6000PB,,781bf5a7-811c-42d5-bb24-ef4dfeddb865
PNY NVIDIA Quadro K4000 SDI,,,,,PNVCQK4000SP,,14b09fef-6932-495f-ba1d-5e341666c13c
PNY Dual NVIDIA Quadro K5200 Ultra-High Res Video Wall Kit,,,,,PNNDQ52KQ16G,,e0f090d6-9c9a-4cc1-b85d-04582152998a
PNY NVIDIA Quadro K5200 Graphics Card with SDI Output Board,,,,,PNNQ52008GB,,813365f8-a70f-4639-86bd-d70e1954aa82
PNY nVIDIA Quadro K5000 SDI Bundled Board Kit,,,,,PNQK5000BK,,83ca0ecb-efc5-4dbb-9e61-8d675f4cf051
HP Quadro GP100 Graphics Card (Smart Buy),,,,,HE1ZE81AT,,e73325cf-8cb8-411a-8156-0c71ee15ad8d
PNY NVIDIA Quadro K6000 with NVIDIA Quadro Sync Graphics Card,,,,,PNNK6000SYNC,,e38e80d0-8c71-4e78-ba4c-5cfb950e1d10
PNY RTX A6000 Graphics Card (GPU Only),,,,,PNRTXA6000SB,,3be3dd91-18b6-4fd9-befe-3a57ea385dd8
PNY NVIDIA Quadro K4200 with SDI Input and Output Boards,,,,,PNNQ4200IO4G,,3e7c2eca-19cb-43b5-bb86-7fff1836d58a
PNY NVIDIA Quadro K4000 SDI I/O,,,,,PNVCQK4000S,,432e9df9-bdaa-4bff-bef7-75437e4a34f6
PNY Quadro RTX 8000 Graphics Card,,,,,PNQRTX8000PB,,3b45d4e7-9987-44f1-99dd-c68558c8493c
PNY Quadro GP100 Graphics Card,,,,,PNVCQGP100PB,,2254f25d-81e3-43da-afa0-640575338f0c
PNY NVIDIA Quadro K5200 with SDI Input and Output Boards,,,,,PNNQ5200IO8G,,d176f29e-28ca-408e-b4e3-a35ec681b4ee
PNY nVIDIA Quadro 5000 SDI I/O Professional Graphics Board,,,,,PNVCQ5000SDI,,23bdc7e3-6173-4715-8e86-705371a8bdd5
PNY NVIDIA Quadro K5000 SDI I/O,,,,,PNVCQK5000S,,560e804c-f973-4c70-bb1f-e784dda4e0cc
PNY VCQK6000SDI-PB NVIDIA Quadro K6000 SDI Graphics Card,,,,,PNNK6000PB,,e09e7557-6dd3-46e9-bc28-a25ea8d6da6c
PNY Quadro GV100 Graphics Card,,,,,PNVCQGV100PB,,c32b8ef4-be1b-4416-8434-c760d5685be0
HP 3ME26AT Quadro GV100 Graphics Card,,,,,HE3ME26AT,,16e75d09-0615-436f-ac61-b69d01e0c9dd
PNY Dual NVIDIA Quadro K6000 Ultra-High Res Video Wall Kit,,,,,PNNDQ6KQS24G,,d4b8084b-f154-473b-b12e-10af2102a294
PNY NVIDIA Quadro K6000 Graphics Card with SDI I/O Board,,,,,PNNK6000IO,,e80a7ff7-0c7c-4c9b-b4f3-667e8e90552e
Microsoft Xbox Series X 1TB ,,,,,,B09HS5F8C9,b705bf0a-dc7b-455a-a2e5-58bc3fd6ed81
Xbox Series X ,191429.0,6428324,11108371,XBRRT00001,MIXBSX1BK,B08TVX3DVN,fa1711e7-d840-4f12-b066-b2b2113e3a92
Xbox Series S ,191577.0,6430277,B224746K,XBRRS00001,MIXBSS512WH,B087VM5XC6,f6920bd1-e968-40d5-b3e1-0c3f9a18b747
Microsoft Xbox One X 1TB Console with Wireless Controller: Xbox One X Enhanced HDR Native 4K Ultra HD (Renewed) (2017 Model) ,,,,,,B07WDGB9P5,96ac36bd-7986-4708-86c0-eb6562155c3f
Xbox Wireless Controller – Electric Volt for Xbox Series X|S Xbox One and Windows 10 Devices ,,,,,,B08ZNQN1FP,8cbf6b1f-1a9a-459b-880c-1cb84b549a16
Vertical Cooling Stand Compatible with Xbox Series X YUANHOT Charging Station Dock with 1400mAh Rechargeable Battery Pack and Dual Controller Charger Ports (NOT Compatible with Xbox One X/S) ,,,,,,B08VN2LB3B,7d9c5cb1-3d7d-451d-a8b6-fd52ec098ce1
Xbox Wireless Controller – 20th Anniversary Special Edition for Xbox Series X|S Xbox One and Windows ,,,,,,B09GHQVX3N,32e10a67-64f2-4865-b1f9-0b2bb7599a23
Rechargeable Battery Packs for Xbox One/Xbox Series X|S 4 X 1200mAh Xbox One Controller Battery Packs Rechargeable Batteries with Charging Station for Xbox One/One S/One X/One Elite ,,,,,,B08CVB3Y8B,a193fd6c-9efd-4230-967c-c6dddc105153
Far Cry 6 Xbox Series X S Xbox One Standard Edition ,,,,,,B08CKL9K4Z,4f972b5d-8ef6-4d8c-92e4-96e40336a6d2
Playstation DualSense Wireless Controller ,,,,,,B08FC6C75Y,83f85860-da54-4932-8d19-98468b5749d0
PS5 Controller Charger Station PS5 Charging Station with Fast Charging AC Adapter 5V/3A Playstation 5 Dual Controller Charging Stand OIVO Docking Station Replacement for DualSense Charging Station ,,,,,,B08LZGPPBH,a9de39b5-12e5-4bb1-a032-73315aabe3e3
ZOTAC Gaming GeForce RTX 3070 Ti AMP Holo 8GB GDDR6X Graphics Card,,,,,,B096TZHXYN,8ea422f7-af0b-460f-a91b-408b8f68a8bd
ZOTAC GAMING GeForce RTX 3070 AMP Holo 8GB GDDR6 256,,,,,,B08W44ZLRP,6b8b973d-4591-45b2-8e8c-9cad625dc117
ZOTAC Gaming GeForce RTX 3080 Trinity OC 10GB GDDR6X 320,,,,,,B099ZCG8T5,be15fb8a-5499-4b58-a000-4cc2ce36bcee
AX Bundle RTX 3080 Ventus 10GB GDRR6X 320,,,,,,B09DMX8M32,6255c2e3-3d5e-48a2-94de-1014be9657aa
Microsoft Xbox Series X 1TB ,,,,,,B09H1XQC58,53d2678a-39c5-4d09-94b4-743c77572a59
PS5 Playstation 5 Disc Version Console 16GB GDDR6 RAM,,6426149,11108140,SO3005718,SOPS5CS,B09HNRLV1M,3a521b04-18f6-4148-9458-18b8ec447e10
