Amazon_SKU,Name,price,rating,number_of_reviews,stock,url,UUID
B09H3XGRBZ,MSI NVIDIA GeForce RTX 3070 Ventus 3X LHR Overclocked Triple Torx Fan Graphics Card 8GB GDDR6 PCIe 4.0 x 16 OpenGL Ampere Architecture OC DirectX 12 HDMI 3 x DisplayPort 1.4a Mazepoly Accessory ,1229.0,0.0,no reviews,Only 14 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A041618613Z2MBX9YNVAJ&url=%2FMSI-Overclocked-Architecture-DisplayPort-Accessory%2Fdp%2FB09H3XGRBZ%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3D3070%2BGraphics%2BCard%26qid%3D1634071435%26sr%3D8-1-spons%26psc%3D1&qualifier=1634071435&id=3792059594690349&widgetName=sp_atf,58c857eb-a0a0-40d3-92bf-9f72b6f6b3fa
B09H3XGRBZ,MSI NVIDIA GeForce RTX 3070 Ventus 3X LHR Overclocked Triple Torx Fan Graphics Card 8GB GDDR6 PCIe 4.0 x 16 OpenGL Ampere Architecture OC DirectX 12 HDMI 3 x DisplayPort 1.4a Mazepoly Accessory ,1229.0,0.0,no reviews,Only 14 left in stock - order soon.,https://www.amazon.com/MSI-Overclocked-Architecture-DisplayPort-Accessory/dp/B09H3XGRBZ/ref=sr_1_13?dchild=1&keywords=3070+Graphics+Card&qid=1634071435&sr=8-13,58c857eb-a0a0-40d3-92bf-9f72b6f6b3fa
B09CHC18N9,MSI Ventus 3X GeForce RTX 3090 OC Graphics Card 24GB GDRR6X PCIe 4.0 x 16 Nvlink Torx Fan 3.0 Ray Tracing Ampere Architecture DLSS AI Acceleration 3X DisplayPort 1x HDMI 2.1 8K w/ Mytrix_HDMI Cable ,3649.99,3.0,2,Only 4 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A09155583T12ILIHM6KLP&url=%2FGraphics-Architecture-Acceleration-DisplayPort-Mytrix_HDMI%2Fdp%2FB09CHC18N9%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dradeon%2Brx%2B6800xt%26qid%3D1634071441%26sr%3D8-22-spons%26psc%3D1&qualifier=1634071441&id=6733095109387229&widgetName=sp_btf,fb33da53-3f31-46b9-9bc8-b9515db72056
B09CHC18N9,MSI Ventus 3X GeForce RTX 3090 OC Graphics Card 24GB GDRR6X PCIe 4.0 x 16 Nvlink Torx Fan 3.0 Ray Tracing Ampere Architecture DLSS AI Acceleration 3X DisplayPort 1x HDMI 2.1 8K w/ Mytrix_HDMI Cable ,3649.99,3.0,2,Only 4 left in stock - order soon.,https://www.amazon.com/Graphics-Architecture-Acceleration-DisplayPort-Mytrix_HDMI/dp/B09CHC18N9/ref=sr_1_6?dchild=1&keywords=3090+Graphics+Card&qid=1634071438&sr=8-6,fb33da53-3f31-46b9-9bc8-b9515db72056
B07WDGB9P5,"Microsoft Xbox One X 1TB Console with Wireless Controller: Xbox One X Enhanced, HDR, Native 4K, Ultra HD (Renewed) (2017 Model) ",489.95,4.5,"3,229",out of stock,https://www.amazon.com/Microsoft-Xbox-One-Console-Wireless-Controller/dp/B07WDGB9P5/ref=sr_1_10?dchild=1&keywords=Xbox+Series+X&qid=1634071430&sr=8-10,96ac36bd-7986-4708-86c0-eb6562155c3f
B09H1XQC58,Microsoft Xbox Series X 1TB ,1499.0,1.0,1,Only 9 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A096331324RCN953B32CF&url=%2FMicrosoft-Xbox-1TB-Compatible-Performance%2Fdp%2FB09H1XQC58%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DXbox%2BSeries%2BX%2Bconsole%26qid%3D1634172884%26sr%3D8-1-spons%26psc%3D1&qualifier=1634172884&id=6149641532684689&widgetName=sp_atf,53d2678a-39c5-4d09-94b4-743c77572a59
B09HS5F8C9,"Microsoft Xbox Series X 1TB - Backward Compatible with Thousands of Games, The Fast, Ultra High Speed HDMI Cable, Fine-Tuned Performance, True 4K Gaming - U Deal HDMI ",1399.0,0.0,no reviews,Only 9 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0786228ZY1YKV4HI0HZ&url=%2FMicrosoft-Xbox-1TB-Compatible-Performance%2Fdp%2FB09HS5F8C9%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DXbox%2BSeries%2BX%26qid%3D1634071430%26sr%3D8-1-spons%26psc%3D1&qualifier=1634071430&id=6756399225256781&widgetName=sp_atf,b705bf0a-dc7b-455a-a2e5-58bc3fd6ed81
B09H1XQC58,"Microsoft Xbox Series X 1TB - Backward Compatible with Thousands of Games, The Fast, Ultra High Speed HDMI Cable, Fine-Tuned Performance, True 4K Gaming, Additional Controller - U Deal HDMI ",1499.0,1.0,1,Only 9 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A096331324RCN953B32CF&url=%2FMicrosoft-Xbox-1TB-Compatible-Performance%2Fdp%2FB09H1XQC58%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DXbox%2BSeries%2BX%26qid%3D1634071430%26sr%3D8-22-spons%26psc%3D1&qualifier=1634071430&id=6756399225256781&widgetName=sp_btf,53d2678a-39c5-4d09-94b4-743c77572a59
B08HR6ZBYJ,NVIDIA GeForce RTX 3090 Founders Edition Graphics Card ,3345.0,4.5,60,Only 1 left in stock - order soon.,https://www.amazon.com/NVIDIA-RTX-3090-Founders-Graphics/dp/B08HR6ZBYJ/ref=sr_1_4?dchild=1&keywords=3090+Graphics+Card&qid=1634071438&sr=8-4,e238d9ed-555e-48d8-bfa0-4abb27ab2b2b
B0971ZJBQY,PNY GeForce RTX 3070 8GB XLR8 Gaming Revel Epic-X RGB Triple Fan Graphics Card LHR ,1199.0,0.0,no reviews,Only 5 left in stock - order soon.,https://www.amazon.com/PNY-GeForce-Gaming-Epic-X-Graphics/dp/B0971ZJBQY/ref=sr_1_14?dchild=1&keywords=3070+Graphics+Card&qid=1634071435&sr=8-14,86b315fd-d129-4e90-b543-38701d3f75af
B08LZGPPBH,"PS5 Controller Charger Station, PS5 Charging Station with Fast Charging AC Adapter 5V/3A, Playstation 5 Dual Controller Charging Stand, OIVO Docking Station Replacement for DualSense Charging Station ",21.99,4.7,"2,024",out of stock,https://www.amazon.com/OIVO-Controller-Compatible-Playstation-Indicators/dp/B08LZGPPBH/ref=sr_1_10?dchild=1&keywords=Playstation+5&qid=1634071432&sr=8-10,a9de39b5-12e5-4bb1-a032-73315aabe3e3
B09HNRLV1M,"PS5 Playstation 5 Disc Version Console 16GB GDDR6 RAM, 8K Output, WiFi 6, Ultra-High Speed 825GB SSD, Bluetooth 5.1, Additional Cosmic Red Controller - U Deal HDMI ",1499.0,0.0,no reviews,Only 9 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0039139177GLQH4ADY6K&url=%2FPlaystation-Ultra-High-Bluetooth-Additional-Controller%2Fdp%2FB09HNRLV1M%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DPlaystation%2B5%2Bconsole%26qid%3D1634172885%26sr%3D8-1-spons%26psc%3D1&qualifier=1634172885&id=2593059993036288&widgetName=sp_atf,3a521b04-18f6-4148-9458-18b8ec447e10
B08FC6C75Y,Playstation DualSense Wireless Controller ,69.0,4.8,"33,590",out of stock,https://www.amazon.com/DualSense-Wireless-Controller-PlayStation-5/dp/B08FC6C75Y/ref=sr_1_4?dchild=1&keywords=Playstation+5&qid=1634071432&sr=8-4,83f85860-da54-4932-8d19-98468b5749d0
B09257F463,"PowerColor Liquid Devil AMD Radeon RX 6900 XT Ultimate Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1 ",2299.99,3.3,3,out of stock,https://www.amazon.com/PowerColor-Liquid-Ultimate-Graphics-Powered/dp/B09257F463/ref=sr_1_9?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-9,b5085745-3df3-493a-965c-0a4e0b3bcb2e
B08Y934HZQ,"PowerColor Red Devil AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",849.99,4.3,170,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08Y934HZQ/ref=sr_1_13?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-13,664e0e0a-85b7-4d44-9969-63b7e241e439
B08Y934HZQ,"PowerColor Red Devil AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",849.99,4.3,170,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08Y934HZQ/ref=sr_1_20?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-20,664e0e0a-85b7-4d44-9969-63b7e241e439
B08T9H18TJ,"PowerColor Red Devil AMD Radeon RX 6800 XT Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",1489.99,4.3,67,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08T9H18TJ/ref=sr_1_6?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-6,9be8163b-9ccb-42d9-9e3e-ce6ae359927d
B08Q2R71CS,"PowerColor Red Devil AMD Radeon RX 6900 XT Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",1749.99,4.2,66,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08Q2R71CS/ref=sr_1_5?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-5,af4952b6-34f9-4917-b149-ddc0978d6230
B09258PCFS,"PowerColor Red Devil AMD Radeon RX 6900 XT Ultimate Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1 ",1799.99,3.8,19,out of stock,https://www.amazon.com/PowerColor-Radeon-Ultimate-Graphics-Powered/dp/B09258PCFS/ref=sr_1_19?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-19,c3cb8d3d-fded-4d1d-85a4-9ddf20730af9
B09258PCFS,"PowerColor Red Devil AMD Radeon RX 6900 XT Ultimate Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1 ",1799.99,3.8,19,out of stock,https://www.amazon.com/PowerColor-Radeon-Ultimate-Graphics-Powered/dp/B09258PCFS/ref=sr_1_4?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-4,c3cb8d3d-fded-4d1d-85a4-9ddf20730af9
B08P2C8XXH,"PowerColor Red Dragon AMD Radeon RX 6800 Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",Not available,4.3,40,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08P2C8XXH/ref=sr_1_8?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-8,55e037d3-a97b-4c08-af59-b87e9fb853e3
B08CVB3Y8B,"Rechargeable Battery Packs for Xbox One/Xbox Series X|S, 4 X 1200mAh Xbox One Controller Battery Packs, Rechargeable Batteries with Charging Station for Xbox One/One S/One X/One Elite ",28.99,4.5,"4,830",out of stock,https://www.amazon.com/ESYWEN-Rechargeable-Battery-1200mAh-Controller/dp/B08CVB3Y8B/ref=sr_1_20?dchild=1&keywords=Xbox+Series+X&qid=1634071430&sr=8-20,a193fd6c-9efd-4230-967c-c6dddc105153
B08QQFW9YS,Sapphire Technology 11308-01-20G Nitro+ AMD Radeon RX 6900 XT PCIe 4.0 Gaming Graphics Card with 16GB GDDR6 ,Not available,3.9,32,out of stock,https://www.amazon.com/Sapphire-Technology-11308-01-20G-Radeon-Graphics/dp/B08QQFW9YS/ref=sr_1_17?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-17,989b8061-cc81-4769-a683-e69720fd63bb
B08YN79ZW2,"Sapphire Technology Nitro+ AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6, AMD RDNA 2 (11306-01-20G) ",Not available,4.4,25,out of stock,https://www.amazon.com/Sapphire-Technology-Radeon-Graphics-11306-01-20G/dp/B08YN79ZW2/ref=sr_1_15?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-15,774e3c49-3c45-49ff-a6c5-b7795464a71c
B094DYSQQL,Sapphire Technology Nitro+ AMD Radeon RX 6900 XT Special Edition PCIe 4.0 Gaming Graphics Card with 16GB GDDR6 (11308-03-20G) ,1849.0,4.2,13,out of stock,https://www.amazon.com/Sapphire-Technology-Special-Graphics-11308-03-20G/dp/B094DYSQQL/ref=sr_1_6?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-6,b4592e8b-bc66-4bd1-a9e2-8bd07c90df32
B08VN2LB3B,"Vertical Cooling Stand Compatible with Xbox Series X, YUANHOT Charging Station Dock with 1400mAh Rechargeable Battery Pack and Dual Controller Charger Ports (NOT Compatible with Xbox One X/S) ",39.99,4.4,787,out of stock,https://www.amazon.com/Vertical-YUANHOT-Charging-Rechargeable-Controller/dp/B08VN2LB3B/ref=sr_1_15?dchild=1&keywords=Xbox+Series+X&qid=1634071430&sr=8-15,7d9c5cb1-3d7d-451d-a8b6-fd52ec098ce1
B08TJ2BHCQ,XFX Speedster MERC319 AMD Radeon RX 6800 XT CORE Gaming Graphics Card with 16GB GDDR6 HDMI 3xDP RX-68XTALFD9 ,1499.99,4.1,39,out of stock,https://www.amazon.com/XFX-Speedster-MERC319-Graphics-RX-68XTALFD9/dp/B08TJ2BHCQ/ref=sr_1_4?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-4,0d0da157-c7cb-4865-bab9-f28f3c7742f3
B08SVZNFWR,"XFX Speedster MERC319 AMD Radeon RX 6900 XT Black Gaming Graphics Card with 16GB GDDR6, HDMI 2,1, 2xDP, USB-C, AMD RDNA 2 RX-69XTACBD9 ",1699.99,4.1,59,out of stock,https://www.amazon.com/XFX-Speedster-MERC319-Graphics-RX-69XTACBD9/dp/B08SVZNFWR/ref=sr_1_14?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-14,e005c9ac-98cb-4004-a463-96ea6974a181
B08SVZNFWR,"XFX Speedster MERC319 AMD Radeon RX 6900 XT Black Gaming Graphics Card with 16GB GDDR6, HDMI 2,1, 2xDP, USB-C, AMD RDNA 2 RX-69XTACBD9 ",1699.99,4.1,59,out of stock,https://www.amazon.com/XFX-Speedster-MERC319-Graphics-RX-69XTACBD9/dp/B08SVZNFWR/ref=sr_1_3?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-3,e005c9ac-98cb-4004-a463-96ea6974a181
B08Q9SCPGD,"XFX Speedster MERC319 AMD Radeon RX 6900 XT Ultra Gaming Graphics Card with 16GB GDDR6, HDMI 2,1, 2xDP, USB-C, AMD RDNA 2 RX-69XTACUD9 ",Not available,4.2,11,out of stock,https://www.amazon.com/XFX-Speedster-MERC319-Graphics-RX-69XTACUD9/dp/B08Q9SCPGD/ref=sr_1_19?dchild=1&keywords=Radeon+RX+6900+XT&qid=1634071439&sr=8-19,b53d3e71-a46f-4236-8c4e-4f6804cdb7c3
B08NX14LV1,XFX Speedster MERC319 Radeon RX 6800XT Black 16GB GDDR6 HDMI DisplayPort USB-C PCIe 4.0 Gaming Graphics Card RX-68XTACBD9 ,Not available,4.7,70,out of stock,https://www.amazon.com/XFX-Speedster-DisplayPort-Graphics-RX-68XTACBD9/dp/B08NX14LV1/ref=sr_1_9?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-9,775c4aaa-9e71-45b1-9b93-6f8bec6da59e
B091ZKN2RV,"XFX Speedster QICK319 AMD Radeon RX 6700 XT Black Gaming Graphics Card with 12GB GDDR6 HDMI 3xDP, AMD RDNA 2 RX-67XTYPBDP ",899.99,4.7,82,out of stock,https://www.amazon.com/XFX-Speedster-QICK319-Graphics-RX-67XTYPBDP/dp/B091ZKN2RV/ref=sr_1_17?dchild=1&keywords=radeon+rx+6800xt&qid=1634071441&sr=8-17,3322e8a2-353c-4fb2-b908-5bd51f01d491
B087VM5XC6,Xbox Series S - 512GB SSD Console with Wireless Controller - EU Version with US Power Cable ,393.97,4.7,"3,942",Only 10 left in stock - order soon.,https://www.amazon.com/Xbox-Console-Wireless-Controller-Version-S/dp/B087VM5XC6/ref=sr_1_9?dchild=1&keywords=Xbox+Series+X&qid=1634071430&sr=8-9,f6920bd1-e968-40d5-b3e1-0c3f9a18b747
B08TVX3DVN,Xbox Series X ,846.0,4.2,50,Only 1 left in stock - order soon.,https://www.amazon.com/Xbox-X/dp/B08TVX3DVN/ref=sr_1_4?dchild=1&keywords=Xbox+Series+X&qid=1634071430&sr=8-4,fa1711e7-d840-4f12-b066-b2b2113e3a92
B09GHQVX3N,"Xbox Wireless Controller – 20th Anniversary Special Edition for Xbox Series X|S, Xbox One, and Windows ",Not available,0.0,no reviews,out of stock,https://www.amazon.com/Xbox-Wireless-Controller-Anniversary-Special-x/dp/B09GHQVX3N/ref=sr_1_18?dchild=1&keywords=Xbox+Series+X&qid=1634071430&sr=8-18,32e10a67-64f2-4865-b1f9-0b2bb7599a23
B08ZNQN1FP,"Xbox Wireless Controller – Electric Volt for Xbox Series X|S, Xbox One, and Windows 10 Devices ",59.0,4.7,"49,603",out of stock,https://www.amazon.com/Xbox-Wireless-Controller-Electric-Windows-Devices/dp/B08ZNQN1FP/ref=sr_1_12?dchild=1&keywords=Xbox+Series+X&qid=1634071430&sr=8-12,8cbf6b1f-1a9a-459b-880c-1cb84b549a16
B08W44ZLRP,ZOTAC GAMING GeForce RTX 3070 AMP Holo 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card ,1649.99,3.6,7,Only 2 left in stock - order soon.,https://www.amazon.com/ZOTAC-GAMING-GeForce-256-bit-Graphics/dp/B08W44ZLRP/ref=sr_1_18?dchild=1&keywords=3070+Graphics+Card&qid=1634071435&sr=8-18,6b8b973d-4591-45b2-8e8c-9cad625dc117
B08W8DGK3X,"ZOTAC Gaming GeForce RTX 3060 Twin Edge OC 12GB GDDR6 192-bit 15 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Cooling, Active Fan Control, Freeze Fan Stop ZT-A30600H-10M ",799.0,4.4,296,out of stock,https://www.amazon.com/ZOTAC-GeForce-Graphics-IceStorm-ZT-A30600H-10M/dp/B08W8DGK3X/ref=sr_1_3?dchild=1&keywords=3060+Graphics+Card&qid=1634071434&sr=8-3,881ec1e0-8d91-4726-b10a-f4c4d4391785
B096TZHXYN,"ZOTAC Gaming GeForce RTX 3070 Ti AMP Holo 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, HoloBlack, IceStorm 2.0 Advanced Cooling, Spectra 2.0 RGB Lighting, ZT-A30710F-10P ",Not available,4.4,62,out of stock,https://www.amazon.com/ZOTAC-Graphics-HoloBlack-IceStorm-ZT-A30710F-10P/dp/B096TZHXYN/ref=sr_1_15?dchild=1&keywords=3070+Graphics+Card&qid=1634071435&sr=8-15,8ea422f7-af0b-460f-a91b-408b8f68a8bd
B097YY2NL2,"ZOTAC Gaming GeForce RTX 3070 Twin Edge OC Low Hash Rate 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, White LED Logo Lighting, ZT-A30700H-10PLHR ",Not available,4.7,6,out of stock,https://www.amazon.com/ZOTAC-Graphics-IceStorm-Advanced-ZT-A30700H-10PLHR/dp/B097YY2NL2/ref=sr_1_9?dchild=1&keywords=3070+Graphics+Card&qid=1634071435&sr=8-9,2749900c-9188-49e1-aed5-fb77a29cb86e
B08V1ZWGVR,"ZOTAC Gaming GeForce RTX 3080 Ti AMP Holo 12GB GDDR6X 384-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, HoloBlack, IceStorm 2.0 Advanced Cooling, Spectra 2.0 RGB Lighting, ZT-A30810F-10P ",2065.0,3.9,20,Only 4 left in stock - order soon.,https://www.amazon.com/ZOTAC-Graphics-HoloBlack-IceStorm-ZT-A30810F-10P/dp/B08V1ZWGVR/ref=sr_1_6?dchild=1&keywords=3080+Graphics+Card&qid=1634071437&sr=8-6,a262bde6-0c27-440a-8425-c3fc9b888bd1
B099ZCG8T5,"ZOTAC Gaming GeForce RTX 3080 Trinity OC LHR 10GB GDDR6X 320-bit 19 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, Spectra 2.0 RGB Lighting, ZT-A30800J-10PLHR ",Not available,4.6,12,out of stock,https://www.amazon.com/ZOTAC-Graphics-IceStorm-Advanced-ZT-A30800J-10PLHR/dp/B099ZCG8T5/ref=sr_1_5?dchild=1&keywords=3080+Graphics+Card&qid=1634071437&sr=8-5,be15fb8a-5499-4b58-a000-4cc2ce36bcee
B09F3W8DM8,"ZOTAC Gaming GeForce RTX 3090 Trinity OC Graphics Card 24GB GDDR6X 384-bit PCIE 4.0, IceStorm 2.0 Advanced Cooling, Spectra 2.0 RGB Lighting, 3X DisplayPort 1.4a, 1x HDMI 2.1 w/ Mytrix_HDMI Cable ",3199.99,1.0,2,Only 1 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0816423111J0OGIECSZI&url=%2FGraphics-IceStorm-Advanced-DisplayPort-Mytrix_HDMI%2Fdp%2FB09F3W8DM8%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3D3090%2BGraphics%2BCard%26qid%3D1634071438%26sr%3D8-16-spons%26psc%3D1&qualifier=1634071438&id=8029188837108820&widgetName=sp_mtf,e3ce059e-9e14-4f59-869d-ad65ce3b171b
