Adorama_SKU,Price,Stock,Item URL,Review,Number_of_Reviews,Image_URL,UUID
ASKOR37O8GV2,729.99,Not in Stock,https://www.adorama.com/askor37o8gv2.html,0.0,0.0,https://www.adorama.com/images/product/ASKOR37O8GV2.jpg,20e99032-c794-4abf-949a-414518796cc9
AS90YV0GB4,469.99,Not in Stock,https://www.adorama.com/as90yv0gb4.html,0.0,0.0,https://www.adorama.com/images/product/AS90YV0GB4.jpg,af90e27a-d5bf-42aa-b1c0-34924d8ff5f8
AS9YVGC2M0AA,599.99,Not in Stock,https://www.adorama.com/as9yvgc2m0aa.html,0.0,0.0,https://www.adorama.com/images/product/AS9YVGC2M0AA.jpg,1495ede7-1b39-4135-be47-a319175718cb
AS90YV0GWMAA,999.99,Not in Stock,https://www.adorama.com/as90yv0gwmaa.html,0.0,0.0,https://www.adorama.com/images/product/AS90YV0GWMAA.jpg,35712d9b-61a0-43c4-b281-a09cf3ab6d3c
ASRX3080O10G,1299.99,Not in Stock,https://www.adorama.com/asrx3080o10g.html,4.7,18.0,https://www.adorama.com/images/product/ASRX3080O10G.jpg,7b7ab666-8307-4a9b-bf6d-d1d49ef8dae7
ASTRIX3080TI,1999.99,Not in Stock,https://www.adorama.com/astrix3080ti.html,0.0,0.0,https://www.adorama.com/images/product/ASTRIX3080TI.jpg,5bd8fcc6-a2cf-42ec-af41-7225b51b7f9c
ASRX3090O24G,2229.99,Not in Stock,https://www.adorama.com/asrx3090o24g.html,5.0,5.0,https://www.adorama.com/images/product/ASRX3090O24G.jpg,dbd45899-3bba-4aa1-a662-6be093519065
AS90YVG81MAA,849.99,Not in Stock,https://www.adorama.com/as90yvg81maa.html,0.0,0.0,https://www.adorama.com/images/product/AS90YVG81MAA.jpg,f355083a-c6da-408d-9d9f-3b0c0bdd857d
ASTR3070O8G,749.99,Not in Stock,https://www.adorama.com/astr3070o8g.html,5.0,7.0,https://www.adorama.com/images/product/ASTR3070O8G.jpg,d57254a4-c2b5-4b63-b5d3-cb54e9c20170
AS90YV0GYMAA,999.99,Not in Stock,https://www.adorama.com/as90yv0gymaa.html,5.0,1.0,https://www.adorama.com/images/product/AS90YV0GYMAA.jpg,b4d5ea5f-4a8c-4d42-830e-4c4b9da976a7
ASTR3080O10G,1049.99,Not in Stock,https://www.adorama.com/astr3080o10g.html,0.0,0.0,https://www.adorama.com/images/product/ASTR3080O10G.jpg,c4021a77-2a84-4d2c-95cb-039021858503
AS90YV0GU1,1899.99,Not in Stock,https://www.adorama.com/as90yv0gu1.html,0.0,0.0,https://www.adorama.com/images/product/AS90YV0GU1.jpg,d6f7ff6a-290c-4ebd-9b2a-2ac6aa6d1942
ASRTX3080V2,1049.99,Not in Stock,https://www.adorama.com/asrtx3080v2.html,0.0,0.0,https://www.adorama.com/images/product/ASRTX3080V2.jpg,1e6c0443-56a6-45b2-aa0a-44d7caa0f32e
AST3090O24G,2129.99,Not in Stock,https://www.adorama.com/ast3090o24g.html,0.0,0.0,https://www.adorama.com/images/product/AST3090O24G.jpg,023db2b7-2ed4-4d33-9c9b-9801003a2bb3
ASRTX3080V2A,1229.99,Not in Stock,https://www.adorama.com/asrtx3080v2a.html,0.0,0.0,https://www.adorama.com/images/product/ASRTX3080V2A.jpg,f6f051fd-6506-4c6d-902e-5cfd5366a7a2
AS90YVG80MAA,899.99,Not in Stock,https://www.adorama.com/as90yvg80maa.html,0.0,0.0,https://www.adorama.com/images/product/AS90YVG80MAA.jpg,87643409-9f6a-4bb4-8b6c-6bbe6ecdbb77
ASRSRX57XTO8,599.99,Not in Stock,https://www.adorama.com/asrsrx57xto8.html,4.9,10.0,https://www.adorama.com/images/product/ASRSRX57XTO8.jpg,c2fdecb9-569e-41ca-8a8a-fa351f16e126
AS90YV0GC0M0,529.99,Not in Stock,https://www.adorama.com/as90yv0gc0m0.html,4.8,6.0,https://www.adorama.com/images/product/AS90YV0GC0M0.jpg,5ba4a1ce-8a4e-4774-9e8b-bf3aab34e811
BHMHWAWGCQ2,1156.99,In Stock,https://www.adorama.com/bhmhwawgcq2.html,0.0,0.0,https://www.adorama.com/images/product/BHMHWAWGCQ2.jpg,5af79940-56c2-4f88-887c-6e18797546cb
BHMHWAWGCQ40,2077.49,In Stock,https://www.adorama.com/bhmhwawgcq40.html,0.0,0.0,https://www.adorama.com/images/product/BHMHWAWGCQ40.jpg,1d924685-5cea-4d32-a609-ebc481e317b7
BHMHWAWGCFX1,1108.99,In Stock,https://www.adorama.com/bhmhwawgcfx1.html,0.0,0.0,https://www.adorama.com/images/product/BHMHWAWGCFX1.jpg,b4377eca-a836-4499-9231-dd32210112c4
EV8GP53667,449.99,Not in Stock,https://www.adorama.com/ev8gp53667.html,5.0,1.0,https://www.adorama.com/images/product/EV8GP53667.jpg,554f3b2f-9a7f-41cc-b09b-072ef18a33b4
EV8GP53663KL,469.99,Not in Stock,https://www.adorama.com/ev8gp53663kl.html,5.0,1.0,https://www.adorama.com/images/product/EV8GP53663KL.jpg,4b491804-8ee3-4f73-adc7-5c610400df8d
EV12GP5357KR,459.99,Not in Stock,https://www.adorama.com/ev12gp5357kr.html,5.0,5.0,https://www.adorama.com/images/product/EV12GP5357KR.jpg,f0185fd4-6724-454f-9258-49a5253af00d
EV8GP53767KL,689.99,Not in Stock,https://www.adorama.com/ev8gp53767kl.html,5.0,4.0,https://www.adorama.com/images/product/EV8GP53767KL.jpg,ea45437e-d6ce-49f0-842b-d71d93efc066
EV8GP53797KL,849.99,Not in Stock,https://www.adorama.com/ev8gp53797kl.html,5.0,1.0,https://www.adorama.com/images/product/EV8GP53797KL.jpg,5d7d7b26-d49e-455f-b94f-178b5511f76d
EV8GP53797KA,899.99,Not in Stock,https://www.adorama.com/ev8gp53797ka.html,5.0,1.0,https://www.adorama.com/images/product/EV8GP53797KA.jpg,cd50fdd7-a583-400d-bec8-a811f8aa9d0e
EV8GP53785KL,829.95,Not in Stock,https://www.adorama.com/ev8gp53785kl.html,0.0,0.0,https://www.adorama.com/images/product/EV8GP53785KL.jpg,6e9aae44-e953-42fe-819e-960605570ea3
EV08GP53751K,629.99,Not in Stock,https://www.adorama.com/ev08gp53751k.html,5.0,4.0,https://www.adorama.com/images/product/EV08GP53751K.jpg,f7d7c0fd-5c78-4955-88ff-5477aa86f427
EV1GP53897KL,889.99,Not in Stock,https://www.adorama.com/ev1gp53897kl.html,4.9,115.0,https://www.adorama.com/images/product/EV1GP53897KL.jpg,440e08a0-e14a-4812-a01e-5aee4cf9301b
EV12G5396KRB,1549.99,Not in Stock,https://www.adorama.com/ev12g5396krb.html,5.0,2.0,https://www.adorama.com/images/product/EV12G5396KRB.jpg,be3e2701-40f9-4106-8586-3943f7dd8679
EV12G53967KR,1499.99,Not in Stock,https://www.adorama.com/ev12g53967kr.html,5.0,2.0,https://www.adorama.com/images/product/EV12G53967KR.jpg,31956b7f-8691-454d-b809-2ce66ff91517
EV10G53881KR,769.99,Not in Stock,https://www.adorama.com/ev10g53881kr.html,4.9,115.0,https://www.adorama.com/images/product/EV10G53881KR.jpg,b481058c-eebf-4abd-b77a-bfaeeec6b156
EV24GP5987KC,2149.99,Not in Stock,https://www.adorama.com/ev24gp5987kc.html,4.9,15.0,https://www.adorama.com/images/product/EV24GP5987KC.jpg,1e31f473-f78d-4892-991d-45708c4d7f4e
EV24GP5987KB,2049.99,Not in Stock,https://www.adorama.com/ev24gp5987kb.html,4.9,15.0,https://www.adorama.com/images/product/EV24GP5987KB.jpg,78aea1bd-dfd4-4b4a-a4b5-f87f78248ce4
EV24GP5987KR,1999.99,Not in Stock,https://www.adorama.com/ev24gp5987kr.html,4.9,15.0,https://www.adorama.com/images/product/EV24GP5987KR.jpg,b6b56db1-9bc3-4db3-b5d7-c4af7a3cc2bb
EV24GP575KRA,1929.99,Not in Stock,https://www.adorama.com/ev24gp575kra.html,4.9,15.0,https://www.adorama.com/images/product/EV24GP575KRA.jpg,54dc6a80-fbd5-419b-9a86-de61f7f43baa
EV24GP5975KR,1799.99,Not in Stock,https://www.adorama.com/ev24gp5975kr.html,4.9,15.0,https://www.adorama.com/images/product/EV24GP5975KR.jpg,81f39c7e-e527-4449-a96c-36cb6b3c1119
MSIG3060GX12,534.99,Not in Stock,https://www.adorama.com/msig3060gx12.html,5.0,4.0,https://www.adorama.com/images/product/MSIG3060GX12.jpg,3cb44b35-5377-4344-b7cd-fc2fbcc13fc7
MSIG390GXT24,2199.99,Not in Stock,https://www.adorama.com/msig390gxt24.html,5.0,1.0,https://www.adorama.com/images/product/MSIG390GXT24.jpg,452d2196-6dd2-4503-b4fd-bfa5c7a07e43
MSIG307TGXT8,929.99,Not in Stock,https://www.adorama.com/msig307tgxt8.html,0.0,0.0,https://www.adorama.com/images/product/MSIG307TGXT8.jpg,912bd6d2-1ea6-4b86-a2cc-ff251730c362
MSIG37TV3X8C,899.99,Not in Stock,https://www.adorama.com/msig37tv3x8c.html,0.0,0.0,https://www.adorama.com/images/product/MSIG37TV3X8C.jpg,c2e10fbf-4ffa-437c-b9df-ec20df0f719d
MSIG38TGXT12,1779.0,Not in Stock,https://www.adorama.com/msig38tgxt12.html,0.0,0.0,https://www.adorama.com/images/product/MSIG38TGXT12.jpg,28272f83-405c-461f-b7e9-fa74b7ffd395
MSIR6800GX16,1224.99,Not in Stock,https://www.adorama.com/msir6800gx16.html,0.0,0.0,https://www.adorama.com/images/product/MSIR6800GX16.jpg,540985dc-9b9b-4fad-8f25-90d66b612fdb
XBRRS00001,299.99,Not in Stock,https://www.adorama.com/xbrrs00001.html,0.0,0.0,https://www.adorama.com/images/product/XBRRS00001.jpg,f6920bd1-e968-40d5-b3e1-0c3f9a18b747
XBRRT00001,499.99,Not in Stock,https://www.adorama.com/xbrrt00001.html,0.0,0.0,https://www.adorama.com/images/product/XBRRT00001.jpg,fa1711e7-d840-4f12-b066-b2b2113e3a92
EV08GP53667B,599.99,Not in Stock,https://www.adorama.com/ev08gp53667b.html,5.0,1.0,https://www.adorama.com/images/product/EV08GP53667B.jpg,229b28c4-cb19-44a7-96eb-f3627433d789
EV12GP5395KA,1429.99,Not in Stock,https://www.adorama.com/ev12gp5395ka.html,5.0,2.0,https://www.adorama.com/images/product/EV12GP5395KA.jpg,37274ea4-775b-43a8-bb3d-ac6eb936eb8b
EV08G5375KLA,734.98,Not in Stock,https://www.adorama.com/ev08g5375kla.html,5.0,4.0,https://www.adorama.com/images/product/EV08G5375KLA.jpg,34a27919-cef5-4dff-8e56-e7064bd81d1d
PNVC12DFXPPB,499.99,Not in Stock,https://www.adorama.com/pnvc12dfxppb.html,5.0,1.0,https://www.adorama.com/images/product/PNVC12DFXPPB.jpg,c0d848e2-7bc4-4bd7-bf2c-ed66a34cb734
PNVCG8DFMPB,621.99,Not in Stock,https://www.adorama.com/pnvcg8dfmpb.html,0.0,0.0,https://www.adorama.com/images/product/PNVCG8DFMPB.jpg,45676ec4-bbdf-4087-9d04-70404c43e8dc
PNVCG8DFXPPB,564.99,Not in Stock,https://www.adorama.com/pnvcg8dfxppb.html,0.0,0.0,https://www.adorama.com/images/product/PNVCG8DFXPPB.jpg,9ab970c3-1916-4752-a247-45e2f9f543b2
PNG30708DFMB,699.99,Not in Stock,https://www.adorama.com/png30708dfmb.html,5.0,10.0,https://www.adorama.com/images/product/PNG30708DFMB.jpg,75dda970-2750-4d38-ab2e-a6cf4487d744
PNV301TFXMPB,1099.99,Not in Stock,https://www.adorama.com/pnv301tfxmpb.html,0.0,0.0,https://www.adorama.com/images/product/PNV301TFXMPB.jpg,3023bf5d-5c9d-40e5-8305-203e1b44eb86
PNG30801TFXB,949.99,Not in Stock,https://www.adorama.com/png30801tfxb.html,5.0,2.0,https://www.adorama.com/images/product/PNG30801TFXB.jpg,d934e563-2ed3-4942-b904-b9646305e50a
PNG309024TFB,2049.99,Not in Stock,https://www.adorama.com/png309024tfb.html,4.7,3.0,https://www.adorama.com/images/product/PNG309024TFB.jpg,ea182b74-db67-41bc-b182-4a392bb79074
SO3005718,499.99,Not in Stock,https://www.adorama.com/so3005718.html,0.0,0.0,https://www.adorama.com/images/product/SO3005718.jpg,3a521b04-18f6-4148-9458-18b8ec447e10
ZTT20600F10M,450.0,Not in Stock,https://www.adorama.com/ztt20600f10m.html,0.0,0.0,https://www.adorama.com/images/product/ZTT20600F10M.jpg,3d3e6f09-61f6-4dbf-8c4e-78e51e4d6963
